run_id,retailer_id,retailer_name,collection_day,stage,status,attempted,ok,failed,success_rate,strategy_id,strategy_version,started_at,finished_at,error_category
20404bb2-5479-4a90-a611-0737169d0ba2,st-marche,St Marché,2026-07-11,discover,completed,30,30,0,1,st-marche-discovery-v3,3,2026-07-11T04:33:27.969Z,2026-07-11T04:33:31.336Z,
50f42a72-24a5-4cc5-bb48-3ab5bd2e79d5,st-marche,St Marché,2026-07-11,collect,completed,30,30,0,1,st-marche-extraction-v3,3,2026-07-11T04:33:36.073Z,2026-07-11T04:34:15.612Z,
25626653-9d23-4c81-a1d1-ec283453bbab,carrefour,Carrefour Mercado,2026-07-11,collect,partial,30,28,2,0.9333333333333333,carrefour-extraction-v3,3,2026-07-11T06:04:56.776Z,2026-07-11T06:05:31.281Z,
b68cf072-658c-4822-bb22-b358b9c40701,extra-mercado,Extra Mercado,2026-07-11,collect,partial,30,28,2,0.9333333333333333,extra-mercado-extraction-v2,2,2026-07-11T06:05:31.285Z,2026-07-11T06:06:00.049Z,
e8cf387e-adb1-43f2-a2b0-dfd1fd6acb6f,pao-de-acucar,Pão de Açúcar,2026-07-11,collect,completed,30,30,0,1,pao-de-acucar-extraction-v2,2,2026-07-11T06:06:00.053Z,2026-07-11T06:06:28.613Z,
0aac85d1-4465-4f12-b2bf-999b29f3153f,st-marche,St Marché,2026-07-11,collect,completed,30,30,0,1,st-marche-extraction-v3,3,2026-07-11T06:06:28.615Z,2026-07-11T06:07:09.076Z,
0ed8d42e-21f9-411c-817c-b084e4329a9e,carrefour,Carrefour Mercado,2026-07-11,discover,completed,120,120,0,1,carrefour-discovery-v5,5,2026-07-11T06:52:08.403Z,2026-07-11T06:52:13.340Z,
2793688a-f3b3-4ce4-8eb2-ec28aa4fd276,extra-mercado,Extra Mercado,2026-07-11,discover,completed,120,120,0,1,extra-mercado-discovery-v2,2,2026-07-11T06:52:53.109Z,2026-07-11T06:52:57.056Z,
4d23e1fd-2a97-455c-8920-da36877bd32d,pao-de-acucar,Pão de Açúcar,2026-07-11,discover,completed,120,120,0,1,pao-de-acucar-discovery-v2,2,2026-07-11T06:53:22.380Z,2026-07-11T06:53:25.473Z,
8f125f38-0c4b-4c2e-8d5b-0ae7ecc7bbaf,pao-de-acucar,Pão de Açúcar,2026-07-11,discover,completed,120,120,0,1,pao-de-acucar-discovery-v3,3,2026-07-11T06:58:03.555Z,2026-07-11T06:58:06.814Z,
3c4be69a-d41b-438d-89c2-b33c9eabc695,pao-de-acucar,Pão de Açúcar,2026-07-11,discover,completed,120,120,0,1,pao-de-acucar-discovery-v4,4,2026-07-11T07:01:04.762Z,2026-07-11T07:01:09.438Z,
8626ca8d-85cc-4172-85ec-b92b64fbed0a,st-marche,St Marché,2026-07-11,discover,failed,0,0,0,,st-marche-discovery-v4,4,2026-07-11T07:01:19.381Z,2026-07-11T07:01:22.614Z,network
a1bb7a52-ad3a-4850-9aa2-a9b700d280ea,st-marche,St Marché,2026-07-11,discover,completed,120,120,0,1,st-marche-discovery-v4,4,2026-07-11T07:05:21.721Z,2026-07-11T07:05:25.494Z,
288a8fb9-5879-4e48-9736-f97ba5eff838,carrefour,Carrefour Mercado,2026-07-11,discover,completed,2880,2880,0,1,carrefour-discovery-v5,5,2026-07-11T07:43:28.134Z,2026-07-11T07:44:43.207Z,
5dfd6c54-7e67-4dd7-a65e-b25a0efb1491,extra-mercado,Extra Mercado,2026-07-11,discover,completed,2545,2545,0,1,extra-mercado-discovery-v2,2,2026-07-11T07:44:43.213Z,2026-07-11T07:45:48.995Z,
9d7ecbb0-b848-4aca-998a-a0ae888ae824,pao-de-acucar,Pão de Açúcar,2026-07-11,discover,completed,2640,2640,0,1,pao-de-acucar-discovery-v4,4,2026-07-11T07:45:48.999Z,2026-07-11T07:46:56.034Z,
c93a4546-9d7f-4bd6-ac23-84ba1c05ecb0,st-marche,St Marché,2026-07-11,discover,completed,2500,2500,0,1,st-marche-discovery-v4,4,2026-07-11T07:46:56.038Z,2026-07-11T07:48:00.614Z,
7bfe8dd6-5075-4bab-94cd-66dda55a5306,carrefour,Carrefour Mercado,2026-07-11,collect,partial,2000,1812,188,0.906,carrefour-extraction-v4,4,2026-07-11T07:50:04.714Z,2026-07-11T07:58:30.988Z,
a9694ba2-afce-44a0-b9b4-688c07d873a4,extra-mercado,Extra Mercado,2026-07-11,collect,partial,2000,1974,26,0.987,extra-mercado-extraction-v2,2,2026-07-11T07:58:30.998Z,2026-07-11T08:06:50.692Z,
d72d59fa-c6a8-48bd-ac7d-4949a9363036,pao-de-acucar,Pão de Açúcar,2026-07-11,collect,partial,2000,1989,11,0.9945,pao-de-acucar-extraction-v2,2,2026-07-11T08:06:50.698Z,2026-07-11T08:15:14.463Z,
2a6f1f35-1b49-4196-8524-d0cd6449720e,st-marche,St Marché,2026-07-11,collect,completed,2000,2000,0,1,st-marche-extraction-v3,3,2026-07-11T08:15:14.469Z,2026-07-11T08:23:40.583Z,
ebb360fc-45d4-4a86-a73a-1118c279d50f,carrefour,Carrefour Mercado,2026-07-12,collect,partial,2000,1689,311,0.8445,carrefour-extraction-v8,8,2026-07-12T06:00:47.422Z,2026-07-12T06:09:10.212Z,
b57a24d5-6ad8-40ca-8e00-04fe111409f0,extra-mercado,Extra Mercado,2026-07-12,collect,partial,2000,1896,104,0.948,extra-mercado-extraction-v4,4,2026-07-12T06:09:10.218Z,2026-07-12T06:17:30.383Z,
da9f507f-acd4-4e46-a98e-52360f3a6d99,pao-de-acucar,Pão de Açúcar,2026-07-12,collect,partial,2000,1964,36,0.982,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-12T06:17:30.389Z,2026-07-12T06:25:50.667Z,
f04560c2-5971-48d8-8fa9-5bae1bebb452,st-marche,St Marché,2026-07-12,collect,partial,2000,1999,1,0.9995,st-marche-extraction-v5,5,2026-07-12T06:25:50.672Z,2026-07-12T06:34:13.527Z,
236c49bb-252a-44d2-bb98-3a4219d9d830,carrefour,Carrefour Mercado,2026-07-12,discover,completed,0,0,0,,carrefour-discovery-v7,7,2026-07-12T21:24:47.404Z,2026-07-12T21:24:47.460Z,
8ff79452-978d-46e6-b118-7c39320d4ff5,extra-mercado,Extra Mercado,2026-07-12,discover,completed,0,0,0,,extra-mercado-discovery-v5,5,2026-07-12T21:24:47.467Z,2026-07-12T21:24:47.486Z,
92fe0eb2-cb75-4e75-88f4-8ee430045750,pao-de-acucar,Pão de Açúcar,2026-07-12,discover,completed,0,0,0,,44b7ee6a-05d7-472c-8062-cabe060d9058,7,2026-07-12T21:24:47.490Z,2026-07-12T21:24:47.510Z,
bc510d08-8a90-48f8-9e5a-a36abd27933c,st-marche,St Marché,2026-07-12,discover,completed,0,0,0,,st-marche-discovery-v6,6,2026-07-12T21:24:47.513Z,2026-07-12T21:24:47.531Z,
83fd97a9-2645-43ea-9516-add4e5a5a929,carrefour,Carrefour Mercado,2026-07-13,collect,partial,2000,1649,351,0.8245,carrefour-extraction-v8,8,2026-07-13T06:04:47.422Z,2026-07-13T06:13:07.405Z,
96f0cd6f-8327-4b41-819f-afcae14ff880,extra-mercado,Extra Mercado,2026-07-13,collect,partial,2000,1857,143,0.9285,extra-mercado-extraction-v4,4,2026-07-13T06:13:07.412Z,2026-07-13T06:21:30.272Z,
4ad1cd10-610f-4dc1-9211-011a956c60b2,pao-de-acucar,Pão de Açúcar,2026-07-13,collect,partial,2000,1900,100,0.95,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-13T06:21:30.278Z,2026-07-13T06:29:48.289Z,
6773fd24-f151-416e-98b0-ace803507ff2,st-marche,St Marché,2026-07-13,collect,partial,2000,1999,1,0.9995,st-marche-extraction-v5,5,2026-07-13T06:29:48.295Z,2026-07-13T06:38:09.520Z,
24a4fd17-3f61-4835-9bfe-b52aeb8b04da,carrefour,Carrefour Mercado,2026-07-14,collect,partial,2000,1791,209,0.8955,carrefour-extraction-v8,8,2026-07-14T06:07:47.805Z,2026-07-14T06:16:08.424Z,
fce9a235-25b7-4dae-a56a-3bb156867f51,extra-mercado,Extra Mercado,2026-07-14,collect,partial,2000,1831,169,0.9155,extra-mercado-extraction-v4,4,2026-07-14T06:16:08.431Z,2026-07-14T06:24:30.015Z,
1fc430f0-5de5-453f-9cc3-65684d2c9fc3,pao-de-acucar,Pão de Açúcar,2026-07-14,collect,partial,2000,1863,137,0.9315,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-14T06:24:30.021Z,2026-07-14T06:32:52.112Z,
e76e0e44-2e71-4f74-9824-96ccdd4776d3,st-marche,St Marché,2026-07-14,collect,partial,2000,1999,1,0.9995,st-marche-extraction-v5,5,2026-07-14T06:32:52.117Z,2026-07-14T06:41:12.291Z,
014b38f3-919b-4331-8709-6f394b7fba9c,carrefour,Carrefour Mercado,2026-07-15,collect,partial,2000,1700,300,0.85,carrefour-extraction-v8,8,2026-07-15T06:00:47.451Z,2026-07-15T06:09:10.442Z,
9eca92e2-6d5d-4e33-9d61-f8fb167a0a51,extra-mercado,Extra Mercado,2026-07-15,collect,partial,2000,1740,260,0.87,extra-mercado-extraction-v4,4,2026-07-15T06:09:10.448Z,2026-07-15T06:17:30.665Z,
f6e46a85-4edc-4b49-8552-95f3a6d22f52,pao-de-acucar,Pão de Açúcar,2026-07-15,collect,partial,2000,1831,169,0.9155,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-15T06:17:30.671Z,2026-07-15T06:25:53.673Z,
50eb3efd-896f-4362-bf33-46c4e82aa910,st-marche,St Marché,2026-07-15,collect,partial,2000,1999,1,0.9995,st-marche-extraction-v5,5,2026-07-15T06:25:53.679Z,2026-07-15T06:34:18.332Z,
ae6a08fd-7d4f-4997-9f27-8499c9ffedc5,carrefour,Carrefour Mercado,2026-07-16,collect,partial,2000,1121,879,0.5605,carrefour-extraction-v8,8,2026-07-16T06:05:02.898Z,2026-07-16T06:13:22.100Z,
d8991119-204b-4312-b0ef-d2fe442ff155,extra-mercado,Extra Mercado,2026-07-16,collect,partial,2000,1768,232,0.884,extra-mercado-extraction-v4,4,2026-07-16T06:13:22.110Z,2026-07-16T06:21:42.270Z,
e7912619-68ce-4517-a4e5-157047cc4220,pao-de-acucar,Pão de Açúcar,2026-07-16,collect,partial,2000,1818,182,0.909,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-16T06:21:42.277Z,2026-07-16T06:29:59.581Z,
29b588d9-d01a-404d-b36e-6868a6972295,st-marche,St Marché,2026-07-16,collect,partial,2000,1991,9,0.9955,st-marche-extraction-v5,5,2026-07-16T06:29:59.586Z,2026-07-16T06:38:19.816Z,
d3678c16-fdfe-488d-a0c2-3a5dffc81780,carrefour,Carrefour Mercado,2026-07-17,collect,partial,2000,1814,186,0.907,carrefour-extraction-v8,8,2026-07-17T06:03:47.427Z,2026-07-17T06:12:07.444Z,
fd659d62-5ad6-4bbd-8f6f-66b0d7b3528c,extra-mercado,Extra Mercado,2026-07-17,collect,partial,2000,1785,215,0.8925,extra-mercado-extraction-v4,4,2026-07-17T06:12:07.451Z,2026-07-17T06:20:28.909Z,
49f50906-d42e-4f67-a797-2cad0dc48ae1,pao-de-acucar,Pão de Açúcar,2026-07-17,collect,partial,2000,1862,138,0.931,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-17T06:20:28.915Z,2026-07-17T06:28:50.026Z,
3b67376f-b26d-4cfb-8cb7-e6a288605a74,st-marche,St Marché,2026-07-17,collect,partial,2000,1989,11,0.9945,st-marche-extraction-v5,5,2026-07-17T06:28:50.033Z,2026-07-17T06:37:12.758Z,
d978a523-5f50-4069-b4dd-cb8328b722a1,carrefour,Carrefour Mercado,2026-07-18,collect,partial,2000,1711,289,0.8555,carrefour-extraction-v8,8,2026-07-18T06:01:47.411Z,2026-07-18T06:10:10.585Z,
7c37957e-2c18-41ad-b670-6e1a3322ffa1,extra-mercado,Extra Mercado,2026-07-18,collect,partial,2000,1775,225,0.8875,extra-mercado-extraction-v4,4,2026-07-18T06:10:10.591Z,2026-07-18T06:18:33.237Z,
91c5738d-03ea-4ec5-b5a6-5d9b595f7e75,pao-de-acucar,Pão de Açúcar,2026-07-18,collect,partial,2000,1827,173,0.9135,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-18T06:18:33.244Z,2026-07-18T06:26:53.465Z,
9332269c-2db2-408d-90a9-64dfb6c8dea2,st-marche,St Marché,2026-07-18,collect,partial,2000,1991,9,0.9955,st-marche-extraction-v5,5,2026-07-18T06:26:53.471Z,2026-07-18T06:35:15.493Z,
b48ac144-ee06-4613-9383-e06a8903c8a2,carrefour,Carrefour Mercado,2026-07-19,collect,partial,1800,1563,237,0.8683333333333333,carrefour-extraction-v8,8,2026-07-19T06:04:47.401Z,2026-07-19T06:12:19.027Z,
6dbe8560-d282-4ee2-8af7-8400c58cba16,extra-mercado,Extra Mercado,2026-07-19,collect,partial,1800,1596,204,0.8866666666666667,extra-mercado-extraction-v4,4,2026-07-19T06:12:19.033Z,2026-07-19T06:19:48.030Z,
f6806175-a66b-49bb-b744-2b4c0ead3236,pao-de-acucar,Pão de Açúcar,2026-07-19,collect,partial,1800,1626,174,0.9033333333333333,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-19T06:19:48.037Z,2026-07-19T06:27:19.295Z,
9591a1ba-82b5-4b01-912e-5a8d19c811fb,st-marche,St Marché,2026-07-19,collect,partial,1800,1789,11,0.9938888888888889,st-marche-extraction-v5,5,2026-07-19T06:27:19.301Z,2026-07-19T06:34:52.747Z,
3f3e8281-64a3-4f0a-85f3-a2759ccaf5ad,carrefour,Carrefour Mercado,2026-07-19,discover,failed,0,0,0,,carrefour-discovery-v7,7,2026-07-19T21:03:47.816Z,2026-07-19T21:03:48.376Z,domain-denied
1f25cf70-435a-4fb4-8dbc-2c34c8ea5683,extra-mercado,Extra Mercado,2026-07-19,discover,completed,2740,2740,0,1,extra-mercado-discovery-v5,5,2026-07-19T21:03:48.383Z,2026-07-19T21:04:54.380Z,
cc38435a-39b4-4139-9476-7b908101b903,pao-de-acucar,Pão de Açúcar,2026-07-19,discover,completed,2723,2723,0,1,44b7ee6a-05d7-472c-8062-cabe060d9058,7,2026-07-19T21:04:54.384Z,2026-07-19T21:05:56.649Z,
b2b10f37-74e8-4e5c-b3d9-40cc28158fd9,st-marche,St Marché,2026-07-19,discover,completed,2500,2500,0,1,st-marche-discovery-v6,6,2026-07-19T21:05:56.653Z,2026-07-19T21:08:08.721Z,
b79f0603-fd5f-40f9-8b85-2d048fc4cd2d,carrefour,Carrefour Mercado,2026-07-20,collect,partial,2000,1829,171,0.9145,carrefour-extraction-v8,8,2026-07-20T06:10:47.697Z,2026-07-20T06:19:07.524Z,
4167828d-9524-4804-bf14-b5293fb26cc4,extra-mercado,Extra Mercado,2026-07-20,collect,partial,2000,1826,174,0.913,extra-mercado-extraction-v4,4,2026-07-20T06:19:07.533Z,2026-07-20T06:27:27.304Z,
6fe883c2-c760-4e3f-aaf9-ef3d24a31cda,pao-de-acucar,Pão de Açúcar,2026-07-20,collect,partial,2000,1853,147,0.9265,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-20T06:27:27.316Z,2026-07-20T06:35:51.082Z,
3adb54b0-af52-4351-86d0-431432ad8b49,st-marche,St Marché,2026-07-20,collect,partial,2000,1992,8,0.996,st-marche-extraction-v5,5,2026-07-20T06:35:51.088Z,2026-07-20T06:44:12.430Z,
e8e5462c-8c7f-4f60-8d18-0e4a2bfa23c9,carrefour,Carrefour Mercado,2026-07-21,collect,partial,2000,1715,285,0.8575,carrefour-extraction-v8,8,2026-07-21T06:05:47.812Z,2026-07-21T06:14:11.263Z,
3fc1edbd-663e-48db-bd75-3ee52632a4a9,extra-mercado,Extra Mercado,2026-07-21,collect,partial,2000,1777,223,0.8885,extra-mercado-extraction-v4,4,2026-07-21T06:14:11.270Z,2026-07-21T06:22:32.804Z,
94638911-f493-4672-a613-11da9cadd0b8,pao-de-acucar,Pão de Açúcar,2026-07-21,collect,partial,2000,1766,234,0.883,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-21T06:22:32.810Z,2026-07-21T06:30:52.486Z,
fbe35c33-1726-4745-8ca8-27d959a9a314,st-marche,St Marché,2026-07-21,collect,partial,2000,1991,9,0.9955,st-marche-extraction-v5,5,2026-07-21T06:30:52.494Z,2026-07-21T06:39:14.220Z,
3655867b-85a3-40bd-a1aa-0896301b2b71,carrefour,Carrefour Mercado,2026-07-22,collect,partial,2000,1715,285,0.8575,carrefour-extraction-v8,8,2026-07-22T06:06:47.387Z,2026-07-22T06:15:07.231Z,
d0b0551c-4233-4999-871f-9a14f10f9377,extra-mercado,Extra Mercado,2026-07-22,collect,partial,2000,1752,248,0.876,extra-mercado-extraction-v4,4,2026-07-22T06:15:07.240Z,2026-07-22T06:23:27.332Z,
c7d8f081-9fad-423d-996d-c081d302ef1d,pao-de-acucar,Pão de Açúcar,2026-07-22,collect,partial,2000,1672,328,0.836,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-22T06:23:27.339Z,2026-07-22T06:31:48.419Z,
8ab2c318-f9ca-423b-913a-de8ff5d39fa5,st-marche,St Marché,2026-07-22,collect,partial,2000,1991,9,0.9955,st-marche-extraction-v5,5,2026-07-22T06:31:48.425Z,2026-07-22T06:40:11.749Z,
eb677359-794d-4cac-ac83-ab12faea307e,carrefour,Carrefour Mercado,2026-07-23,collect,partial,2000,1755,245,0.8775,carrefour-extraction-v8,8,2026-07-23T06:08:47.413Z,2026-07-23T06:17:08.032Z,
7aa35763-ff1d-49a5-ac68-a14eb5a499df,extra-mercado,Extra Mercado,2026-07-23,collect,partial,2000,1749,251,0.8745,extra-mercado-extraction-v4,4,2026-07-23T06:17:08.040Z,2026-07-23T06:25:26.282Z,
4a7b9efa-4f98-435b-a501-5916bb77c537,pao-de-acucar,Pão de Açúcar,2026-07-23,collect,partial,2000,1735,265,0.8675,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-23T06:25:26.288Z,2026-07-23T06:33:47.017Z,
c0055d78-ed85-4518-ba72-3213f065a01a,st-marche,St Marché,2026-07-23,collect,partial,2000,1988,12,0.994,st-marche-extraction-v5,5,2026-07-23T06:33:47.027Z,2026-07-23T06:42:10.897Z,
9a6d16e7-05df-4aae-b88f-3b66b867cf2d,carrefour,Carrefour Mercado,2026-07-24,collect,partial,2000,1783,217,0.8915,carrefour-extraction-v8,8,2026-07-24T14:49:14.988Z,2026-07-24T14:57:40.829Z,
2eb9f589-f959-420f-8205-447c38e1d8b9,extra-mercado,Extra Mercado,2026-07-24,collect,partial,2000,1736,264,0.868,extra-mercado-extraction-v4,4,2026-07-24T14:57:40.836Z,2026-07-24T15:06:12.709Z,
3da9906c-dadb-4eca-aca6-af2045c46d92,pao-de-acucar,Pão de Açúcar,2026-07-24,collect,partial,2000,1742,258,0.871,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-24T15:06:12.715Z,2026-07-24T15:14:33.693Z,
a398d686-faaa-4b91-8950-4daffd120b94,st-marche,St Marché,2026-07-24,collect,partial,2000,1991,9,0.9955,st-marche-extraction-v5,5,2026-07-24T15:14:33.699Z,2026-07-24T15:22:56.201Z,
7b437747-b5ef-472c-99c7-1d2cef6b3e0c,carrefour,Carrefour Mercado,2026-07-25,collect,partial,1882,1698,184,0.9022316684378321,carrefour-extraction-v13,13,2026-07-25T06:06:15.155Z,2026-07-25T06:14:09.685Z,
9a73179c-b159-48b2-bb21-e89c5f2eb882,extra-mercado,Extra Mercado,2026-07-25,collect,partial,2000,1694,306,0.847,extra-mercado-extraction-v10,10,2026-07-25T06:14:09.692Z,2026-07-25T06:22:29.745Z,
9924dddd-28c4-4adf-bf14-af208e8dbcfa,pao-de-acucar,Pão de Açúcar,2026-07-25,collect,partial,1930,1708,222,0.8849740932642487,pao-de-acucar-extraction-v10,10,2026-07-25T06:22:29.751Z,2026-07-25T06:30:35.026Z,
5e5e33e9-acf6-4539-ae2a-908929074b5f,st-marche,St Marché,2026-07-25,collect,partial,1933,1928,5,0.9974133471288154,st-marche-extraction-v9,9,2026-07-25T06:30:35.032Z,2026-07-25T06:38:43.482Z,
b9f30dfc-bd91-4098-811e-fb141b246bcf,carrefour,Carrefour Mercado,2026-07-26,collect,partial,1800,1618,182,0.8988888888888888,carrefour-extraction-v13,13,2026-07-26T06:04:05.845Z,2026-07-26T06:11:39.902Z,
101e6a2c-9713-4982-9aee-ad901c867309,extra-mercado,Extra Mercado,2026-07-26,collect,partial,1800,1545,255,0.8583333333333333,extra-mercado-extraction-v10,10,2026-07-26T06:11:39.908Z,2026-07-26T06:19:08.293Z,
6d7acdb7-2099-4a45-8e90-d5eb2709e881,pao-de-acucar,Pão de Açúcar,2026-07-26,collect,partial,1800,1599,201,0.8883333333333333,pao-de-acucar-extraction-v10,10,2026-07-26T06:19:08.299Z,2026-07-26T06:26:39.203Z,
5692e434-e925-4a47-a396-29aab5a37403,st-marche,St Marché,2026-07-26,collect,partial,1800,1796,4,0.9977777777777778,st-marche-extraction-v9,9,2026-07-26T06:26:39.211Z,2026-07-26T06:34:09.297Z,
fc638d82-7d43-49d7-a513-d26c38407d8e,carrefour,Carrefour Mercado,2026-07-26,discover,failed,0,0,0,,carrefour-discovery-v14,14,2026-07-26T15:51:36.980Z,2026-07-26T15:51:37.469Z,domain-denied
12b238a0-d471-4078-bd0a-914c09febb70,carrefour,Carrefour Mercado,2026-07-26,discover,completed,3000,3000,0,1,carrefour-discovery-v14,14,2026-07-26T15:52:52.583Z,2026-07-26T15:55:32.675Z,
2ed32fe8-d7db-458a-8155-61fed7cc7e2e,extra-mercado,Extra Mercado,2026-07-26,discover,completed,2740,2740,0,1,extra-mercado-discovery-v12,12,2026-07-26T15:55:32.684Z,2026-07-26T15:56:33.297Z,
040794d4-7076-4c4a-a5f0-3221a83ae71a,pao-de-acucar,Pão de Açúcar,2026-07-26,discover,completed,2959,2959,0,1,pao-de-acucar-discovery-v14,14,2026-07-26T15:57:52.653Z,2026-07-26T15:59:07.887Z,
94365dc5-7259-4bcd-ab02-7e192c97472a,st-marche,St Marché,2026-07-26,discover,completed,2500,2500,0,1,st-marche-discovery-v11,11,2026-07-26T15:59:47.988Z,2026-07-26T16:00:50.976Z,
